sentence,emotion
אני מרגיש כעס כשאני שומע על פעולות שמזיקות לסביבה ולתושבים וגורמות נזק,Anger
אני מרגיש כעס כאשר אני נדרש להתמודד עם החלטות רעות שנעשו על ידי אחרים ללא התייעצות,Anger
אני מרגיש כעס כשאני חווה אכזבה ממישהו שאני סומך עליו והוא לא עומד בציפיות שלי,Anger
אני מרגיש כעס כשאני רואה התנהגות רשלנית שמובילה לתוצאות הרסניות,Anger
אני מרגיש כעס כשאני נתקל באנשים שמפרים את הכללים ומזיקים לסביבה שלי,Anger
אני מרגיש כעס כאשר אני נתקל בעיכובים או כשלים שלא נגרמו באשמתם,Anger
אני מרגיש כעס כשאני נתקל בהתנהגות לא הולמת של מישהו שפוגע בי באופן אישי,Anger
אני מרגיש כעס כשאני רואה חוסר סבלנות כלפי אחרים ומרגיש שזה לא הוגן,Anger
אני מרגיש כעס כשאני נתקל בהתנהלות לא תקינה שמביאה לתוצאות שליליות,Anger
אני מרגיש כעס כשאני נתקל בעיכובים מיותרים ובחוסר מקצועיות שמזיקים לי,Anger
אני מרגיש כעס כשאני רואה שינויים פתאומיים ומזיקים בתנאים שהיו צריכים להיות יציבים,Anger
אני מרגיש כעס כשאני נתקל באנשים שפוגעים בי בצורה ישירה או עקיפה,Anger
אני מרגיש כעס כאשר אני נתקל בסיטואציות שמביאות לי תחושת אכזבה וחוסר צדק,Anger
אני מרגיש כעס כשאני רואה אנשים שמזיקים למערכת העבודה שלי בצורה לא הוגנת,Anger
אני מרגיש כעס כשאני נתקל בהתנהגות בלתי מקצועית שמשפיעה על התוצאות שלי,Anger
אני מרגיש כעס כשאני נתקל באנשים שמפרים את ההסכמות שלנו בצורה לא הוגנת,Anger
אני מרגיש כעס כשאני רואה התנהלות שמזיקה לי ולסובבים אותי בצורה ברורה,Anger
אני מרגיש כעס כשאני חווה אכזבה ממישהו שאני סומך עליו והוא לא עומד בציפיות,Anger
אני מרגיש כעס כשאני נתקל בתקלות חוזרות שלא נפתרות ומזיקות לי,Anger
אני מרגיש כעס כשאני רואה אנשים שמזיקים למאמצים שלי בצורה לא הוגנת,Anger
אני מרגיש כעס כשאני חווה תחושת תסכול מהתנהלות רשלנית ואי צדק,Anger
אני מרגיש כעס כאשר אני נתקל בתקלות בלתי צפויות שמובילות לתוצאות רעות,Anger
אני מרגיש כעס כשאני רואה אנשים שמזלזלים בכבוד שלי ומבזים אותי,Anger
אני מרגיש כעס כשאני נתקל באי הבנות שנגרמות על ידי אנשים שאינם מקפידים על איכות העבודה,Anger
אני מרגיש כעס כשאני רואה התנהלות שאינה הוגנת ומזיקה לי בצורה ישירה,Anger
אני מרגיש כעס כשאני חווה אכזבה ממישהו שמפר את הבטחותיו ומזיק לי,Anger
אני מרגיש כעס כשאני נתקל בהתנהלות רשלנית שמשפיעה על התוצאות שלי ומביאה לתחושת תסכול,Anger
אני מרגיש כעס כשאני רואה אנשים שלא מתחשבים במאמצים שלי ועושים אכזבה,Anger
אני מרגיש כעס כשאני חווה תחושת אכזבה ממישהו שידעתי שהוא אמין ולא עומד בציפיות,Anger
אני מרגיש הפתעה עצומה כשאני מקבל מתנה שאפילו לא חשבתי עליה,Surprise
אני מרגיש הפתעה כשאני מגלה שמישהו ארגן לי מסיבת הפתעה לחגיגת יום ההולדת,Surprise
אני מרגיש הפתעה כשאני פוגש במקרה חבר ישן אחרי שנים רבות,Surprise
אני מרגיש הפתעה כשאני מוצא מידע חדש שמערער את כל מה שידעתי עד כה,Surprise
אני מרגיש הפתעה כשאני מגלה שהציון שלי במבחן היה הרבה יותר גבוה ממה שציפיתי,Surprise
אני מרגיש הפתעה כשאני מקבל פידבק חיובי מלקוח שאני לא ציפיתי לקבל ממנו תגובה,Surprise
אני מרגיש הפתעה כשאני רואה ביצוע יוצא דופן שאותם לא ציפיתי לראות,Surprise
אני מרגיש הפתעה כשאני מקבל שיחת טלפון מישהו שהייתי בטוח שכבר לא זוכר אותי,Surprise
אני מרגיש הפתעה כשאני נתקל בתגלית מדעית שמפתיעה אותי עם חדשנות מרהיבה,Surprise
אני מרגיש הפתעה כשאני פוגש את עצמי משתקף בתמונה ישנה שאני כמעט שכחתי ממנה,Surprise
אני מרגיש הפתעה כשאני מגלה שמישהו שאני מעריך מאוד עשה משהו מרגש ובלתי צפוי,Surprise
אני מרגיש הפתעה כשאני מקבל הודעה ממקום עבודה חדש לאחר תקופה ארוכה של המתנה,Surprise
אני מרגיש הפתעה כשאני פותח ספר ישן ומוצא בו מסר אישי שכתבו לי,Surprise
אני מרגיש הפתעה כשאני מגלה שהאירוע שלי עבר בלא תקלות והשקעה רבה,Surprise
אני מרגיש הפתעה כשאני מוצא דברי ערך שהיו חסרים לי במשך זמן רב,Surprise
אני מרגיש הפתעה כשאני שומע סיפור שמזעזע אותי ומאתגר את כל מה שחשבתי שהוא נכון,Surprise
אני מרגיש הפתעה כשאני מוצא פתרון לבעיה קשה בשיטה בלתי צפויה,Surprise
אני מרגיש הפתעה כשאני פוגש אדם שמכיל איכויות שמרשים אותי בצורה בלתי צפויה,Surprise
אני מרגיש הפתעה כשאני מקבל הודעה משמחת באמצע יום שגרתי,Surprise
אני מרגיש הפתעה כשאני נתקל בתופעה טבעית שמעוררת בי רגש של התפעלות,Surprise
אני מרגיש הפתעה כשאני מגלה פרטים חדשים על מישהו שאני מכיר היטב,Surprise
אני מרגיש הפתעה כשאני נתקל בתופעה מדעית שאותם לא ציפיתי לראות,Surprise
אני מרגיש הפתעה כשאני רואה את ההצלחה של פרויקט שלא האמנתי שהוא יכול להצליח,Surprise
אני מרגיש הפתעה כשאני מגלה שקיבלתי אישור למשהו שאני חשבתי שלעולם לא יקרה,Surprise
אני מרגיש הפתעה כשאני נתקל בהצלחה של פרויקט שהייתי בטוח שאינו יצליח,Surprise
אני מרגיש הפתעה כשאני שומע על הישגים של אנשים שאני לא ציפיתי מהם,Surprise
אני מרגיש הפתעה כשאני מגלה שהסיפור ששמעתי מהעבר היה שונה ממה שחשבתי,Surprise
אני מרגיש הפתעה כשאני רואה התפתחות בלתי צפויה בתחום שאני עוקב אחריו,Surprise
אני מרגיש הפתעה כשאני מגלה חפץ ישן שמכיל ערך סנטימנטלי גבוה,Surprise
אני מרגיש הפתעה כשאני מקבל תוצאות טובות מאימון שלא ציפיתי לתוצאות כאלה,Surprise
אני מרגיש הפתעה כשאני שומע על התפתחות בלתי צפויה בתחום שאני עוסק בו,Surprise
אני מרגיש הפתעה כשאני מוצא פתרון לבעיה מסובכת בתהליך שלא ציפיתי לו,Surprise
אני מרגיש הפתעה כשאני פוגש אדם עם סיפור חיים שמרתק אותי לחלוטין,Surprise
אני מרגיש הפתעה כשאני מגלה שפתרון לבעיה היה פשוט יותר ממה שחשבתי,Surprise
אני מרגיש הפתעה כשאני מקבל תוצאה מפתיעה ממבחן שנראה לי קשה,Surprise
אני מרגיש הפתעה כשאני רואה הופעה חיה של אמנים שאני מעריץ ומופתע מהיכולת שלהם,Surprise
אני מרגיש הפתעה כשאני פוגש במקרה את עצמי ברקע של תמונה ישנה,Surprise
אני מרגיש הפתעה כשאני רואה את התוצאה הסופית של פרויקט שאני עמלתי עליו זמן רב,Surprise
אני מרגיש הפתעה כשאני פוגש בחלום אדם שלא ראיתי הרבה זמן ומופתע מהפגישה,Surprise
אני מרגיש גועל כשאני רואה אוכל מקולקל שנראה מגעיל ומסריח,Disgust
אני מרגיש גועל כשאני נתקל בזבל ובאבק שהצטבר לאורך זמן במקומות שאני שונא לנקות,Disgust
אני מרגיש גועל כשאני רואה תופעות של מחלות עור שמזעזעות אותי,Disgust
אני מרגיש גועל כשאני חושב על דברים מגעילים שמבזבזים את זמני ומפריעים לי,Disgust
אני מרגיש גועל כשאני מוצא פריטים מלוכלכים במטבח שלי ואני מרגיש צורך לנקות מיד,Disgust
אני מרגיש גועל כשאני רואה סרטונים של דברים לא נקיים שמכעיסים אותי,Disgust
אני מרגיש גועל כשאני נתקל בפסולת רפואית או חפצים שאותם אני לא יכול להשליך בקלות,Disgust
אני מרגיש גועל כשאני רואה דברים שנראים כמו תקלות מזוהמות ולא נעים לי לראותם,Disgust
אני מרגיש גועל כשאני מוצא ריח לא נעים וחריג שמציף אותי בתחושת אי נוחות,Disgust
אני מרגיש גועל כשאני שומע על אנשים שמתנהגים בצורה לא מנומסת ומגעילה,Disgust
אני מרגיש גועל כשאני נתקל במזון שנראה כאילו הוא עבר הרבה זמן ללא שימוש,Disgust
אני מרגיש גועל כשאני רואה חיות שהן מגעילות וללא טיפול נכון,Disgust
אני מרגיש גועל כשאני נתקל בנזילות או ריחות לא נעימים מהמערכת הביובית,Disgust
אני מרגיש גועל כשאני רואה פסולת רפואית או חפצים שבורים ומלוכלכים,Disgust
אני מרגיש גועל כשאני שומע על פעולות שמזוהמות ומפריעות לי,Disgust
אני מרגיש גועל כשאני נתקל בדברים מגעילים שמזעזעים אותי וגורמים לי לרצות להתרחק,Disgust
אני מרגיש גועל כשאני רואה דברים שנראים מלוכלכים ושאינם היגייניים,Disgust
אני מרגיש גועל כשאני חושב על מקומות לא נקיים שמזכירים לי דברים רעים,Disgust
אני מרגיש גועל כשאני רואה חפצים שמגעילים אותי ומזעזעים אותי מהתחושה,Disgust
אני מרגיש גועל כשאני שומע על תופעות בריאותיות בלתי נעימות שמגרות אותי,Disgust
אני מרגיש גועל כשאני נתקל במזון שאינו טרי ומכיל מרכיבים לא בריאים,Disgust
אני מרגיש גועל כשאני רואה סביבות ציבוריות שלא מטופלות כראוי ומלאות בלכלוך,Disgust
אני מרגיש גועל כשאני נתקל בפריטים שאינם נקיים ומשאירים רושם רע,Disgust
אני מרגיש גועל כשאני רואה חיות בר שלא מטופלות כראוי ומראות סימני זיהום,Disgust
אני מרגיש גועל כשאני שומע על התנהגויות מזוהמות שמגעילות אותי ומסבות לי אי נוחות,Disgust
אני מרגיש גועל כשאני נתקל בדברים שמזעזעים אותי וגורמים לי לרצות להתרחק מהם,Disgust
אני מרגיש גועל כשאני רואה דברי מאכל שלא מטופלים נכון ומזיקים לבריאות,Disgust
אני מרגיש גועל כשאני נתקל במוצרים שמגעילים אותי ומריחים רע,Disgust
אני מרגיש גועל כשאני רואה חפצים שנראה שהם לא נקיים ולא מתוחזקים כראוי,Disgust
אני מרגיש גועל כשאני שומע על דברים שמגעילים את החושים שלי ומזעזעים אותי,Disgust
אני מרגיש גועל כשאני רואה מזון שנראה לא בריא ולא נקי לשימוש,Disgust
אני מרגיש גועל כשאני רואה חיות בר שאינן מתוחזקות כראוי ומצויות במצב גרוע,Disgust
אני מרגיש גועל כשאני חושב על דברים שהיו בעבר ולא נעשו בהם שימוש היגייני,Disgust
אני מרגיש גועל כשאני נתקל בחפצים או במוצרים שמזעזעים אותי מהמראה שלהם,Disgust
אני מרגיש גועל כשאני שומע על תופעות בריאותיות שמגיעות מתוך חוויות בלתי נעימות,Disgust
אני מרגיש גועל כשאני רואה דברים במצב גרוע שמזעזעים את החושים שלי,Disgust
אני מרגיש עצב עמוק כשאני חושב על אובדן יקיריי ואיך שזה משפיע על חיי היומיום שלי,Sadness
אני מרגיש עצב כשאני זוכר את התקופות הקשות שחוויתי וכיצד הן השפיעו עלי,Sadness
אני מרגיש עצב כשאני רואה אחרים סובלים וללא יכולת לעזור להם,Sadness
אני מרגיש עצב כשאני מתגעגע למישהו שאני אוהב ולא נמצא כאן איתי,Sadness
אני מרגיש עצב כשאני חושב על פרידות מהעבר וכיצד הן השאירו אותי לבד,Sadness
אני מרגיש עצב כשאני נתקל בקשיים אישיים שלא מצליח למצוא להם פתרון,Sadness
אני מרגיש עצב כשאני לא מצליח להשיג את המטרות שלי ומרגיש שאני לא מתקדם,Sadness
אני מרגיש עצב כשאני לבד ואין לי עם מי לשוחח ולהתייעץ,Sadness
אני מרגיש עצב כשאני רואה אנשים עוזבים את חיי ומרגיש את תחושת האובדן,Sadness
אני מרגיש עצב כשאני מתמודד עם חוויות רעות שמזכירות לי את הכאב מהעבר,Sadness
אני מרגיש עצב כשאני זוכר תקופות פחות טובות ומשקלן עליי,Sadness
אני מרגיש עצב כשאני מרגיש שאין לי תמיכה מאנשים הקרובים אלי,Sadness
אני מרגיש עצב כשאני נתקל באכזבות חוזרות ולא מצליח להתגבר עליהן,Sadness
אני מרגיש עצב כשאני לא מצליח למצוא פתרון לבעיות שמטרידות אותי,Sadness
אני מרגיש עצב כשאני רואה אנשים סובלים ממחלות ומרגיש חוסר אונים,Sadness
אני מרגיש עצב כשאני מתמודד עם פרידות חדשות ומרגיש שאני לא מצליח להתאושש,Sadness
אני מרגיש עצב כשאני מרגיש בודד ומנותק מהסובבים אותי,Sadness
אני מרגיש עצב כשאני חווה אכזבות אישיות שמפילות אותי למטה,Sadness
אני מרגיש עצב כשאני זקוק לעזרה ואין לי את התמיכה הנדרשת,Sadness
אני מרגיש עצב כשאני לא מצליח להשיג את היעדים שלי ומרגיש חסר ערך,Sadness
אני מרגיש עצב כשאני רואה את כאבם של אחרים ומרגיש שאיני יכול לעזור,Sadness
אני מרגיש עצב כשאני מרגיש שהתקווה פוחתת ומרגיש שאיני מצליח להתקדם,Sadness
אני מרגיש עצב כשאני רואה את המשפחה שלי סובלת ונאבקת בקשיים,Sadness
אני מרגיש עצב כשאני לא מצליח לעזור למישהו שזקוק לי ומרגיש אכזבה מעצמי,Sadness
אני מרגיש עצב כשאני חווה את תחושת ההפסד בעקבות אובדן משמעותי,Sadness
אני מרגיש עצב כשאני מתמודד עם שינויים קשים ומרגיש שאין לי שליטה עליהם,Sadness
אני מרגיש עצב כשאני מרגיש שאף אחד לא מבין אותי ומרגיש לבד בעולם,Sadness
אני מרגיש עצב כשאני זוכר תקופות קשות ומרגיש כיצד הכאב מחלחל לי לתוך הלב,Sadness
אני מרגיש עצב כשאני לא מצליח למצוא מנוחה נפשית ואני מרגיש מותש,Sadness
אני מרגיש עצב כשאני רואה את התדרדרות מצב בריאותי שמפחידה אותי,Sadness
אני מרגיש עצב כשאני מרגיש שהתקווה שלי הולכת ונעלמת עם הזמן,Sadness
אני מרגיש עצב כשאני נתקל בכישלונות חוזרים ומרגיש שהמאמצים שלי נופלים לטמיון,Sadness
אני מרגיש עצב כשאני רואה את השפעת האובדן על חיי ומרגיש את הכאב בעמקי הלב,Sadness
אני מרגיש עצב כשאני חווה אכזבות אישיות ומרגיש שאני לא מצליח להתגבר עליהן,Sadness
אני מרגיש עצב כשאני לא מצליח למצוא פתרון לבעיות שמטרידות אותי ומרגיש חוסר אונים,Sadness
אני מרגיש עצב כשאני מרגיש שמישהו שאני אוהב לא בסביבה כדי לתמוך בי,Sadness
אני מרגיש עצב כשאני מרגיש לבד בעולם ואני מחפש נחמה במקומות שאין בהם,Sadness
אני מרגיש עצב כשאני מרגיש שאין לי מקום או משמעות בחיי,Sadness
אני מרגיש שמחה רבה כאשר אני מצליח להשלים פרויקט חשוב שהשקעתי בו זמן ומאמץ רב,Joy
אני מרגיש אושר כשאני רואה את החיוך של ילדתי כשהיא פותחת את המתנה שאני קניתי לה,Joy
אני מרגיש שמחה כשאני מבלה זמן איכות עם חברים יקרים ומבלים ביחד חוויות מרגשות,Joy
אני מרגיש אושר כשאני מצליח ללמוד נושא חדש בעבודה ולהבין אותו בצורה מעמיקה,Joy
אני מרגיש שמחה כשאני חוגג עם המשפחה שלי את ההישגים האישיים שלי,Joy
אני מרגיש אושר כשאני מקבל משוב חיובי מלקוח שמעריך את העבודה שלי,Joy
אני מרגיש שמחה כשאני שומע מוזיקה שאני אוהב ומתחיל לרקוד עם הקצב,Joy
אני מרגיש אושר כאשר אני מצליח לסיים פרויקט מורכב בזמן וללא תקלות,Joy
אני מרגיש שמחה כשאני חוגג יומולדת עם חברים קרובים ומקבל מתנות מרגשות,Joy
אני מרגיש אושר כשאני מבצע פעילויות שאותן אני מאוד אוהב ומרגיש סיפוק מהם,Joy
אני מרגיש שמחה כשאני עורך מסיבה עם חברים וכולם נהנים מהאירוע,Joy
אני מרגיש אושר כאשר אני רואה את המשפחה שלי שמחה ומאושרת,Joy
אני מרגיש שמחה כשאני מבלה זמן בטבע ומשתחרר מהלחצים של החיים,Joy
אני מרגיש אושר כשאני מקבל פידבק חיובי ממנהל העבודה שלי על פרויקט שביצעתי,Joy
אני מרגיש שמחה כשאני מצליח לגלות תחביבים חדשים ומגלה שאני טוב בהם,Joy
אני מרגיש אושר כשאני עוסק בפעילויות ספורטיביות שאני נהנה מהן מאוד,Joy
אני מרגיש שמחה כשאני מקבל תמיכה מהסובבים אותי בעת הצורך,Joy
אני מרגיש אושר כשאני משתתף בפסטיבל מוזיקה ומבלה עם חברים,Joy
אני מרגיש שמחה כאשר אני חוגג את הצלחותי הקטנות והגדולות יחד עם המשפחה שלי,Joy
אני מרגיש אושר כשאני מצליח לפתח מיומנויות חדשות ולהשתפר במה שאני עושה,Joy
אני מרגיש שמחה כשאני מקבל מתנות מפתיעות מיקרים לי,Joy
אני מרגיש אושר כשאני מצליח להוביל פרויקט חשוב להצלחה ומקבל הכרה על כך,Joy
אני מרגיש שמחה כשאני משתתף באירועים משפחתיים וחוגג יחד עם קרוביי,Joy
אני מרגיש אושר כאשר אני רואה את החיוך של יקיריי כשהם מקבלים חדשות טובות,Joy
אני מרגיש שמחה כשאני מצליח לעזור למישהו ולהביא לו אושר,Joy
אני מרגיש אושר כשאני לומד משהו חדש ומרגיש שהתפתחתי בו,Joy
אני מרגיש שמחה כשאני מצליח להגיע ליעדים שהצבתי לעצמי ולהשיג את מטרותיי,Joy
אני מרגיש אושר כאשר אני מבלה עם אהובי בחופשה חלומית,Joy
אני מרגיש שמחה כשאני מוצא זמן לבלות עם חברים ולחוות חוויות משותפות,Joy
אני מרגיש אושר כשאני מצליח לשמור על איזון בין עבודה לחיים אישיים,Joy
אני מרגיש שמחה כשאני משתתף בפעילויות יצירתיות שמביאות לי הנאה רבה,Joy
אני מרגיש אושר כשאני רואה את התקדמותי האישית והשגת מטרות חשובות,Joy
אני מרגיש שמחה כשאני מצליח לשפר את כישוריי ולהתפתח בתחומי עניין חדשים,Joy
אני מרגיש אושר כשאני חוגג את ההישגים שלי יחד עם חברים קרובים,Joy
אני מרגיש שמחה כשאני רואה את הסיפוק בעיניים של האנשים שאני עוזר להם,Joy
אני מרגיש אושר כשאני מצליח לפתח קשרים חדשים ולהרחיב את מעגל החברים שלי,Joy
אני מרגיש שמחה כשאני עורך ארוחות חגיגיות עם המשפחה ומרגיש את האהבה והחום,Joy
אני מרגיש פחד עז כשהמקום שאני נמצא בו פתאום משתנה ואני לא יודע מה מצפה לי,Fear
אני מרגיש חרדה כאשר אני נכנס למצב שאני לא שולט בו וצריך לקבל החלטות מהירות,Fear
אני מרגיש פחד כל פעם שאני רואה משהו בלתי צפוי שמזכיר לי חוויות מפחידות מהעבר,Fear
אני מרגיש חוסר ביטחון כשאני לבד בחדר חשוך ולא מצליח לראות מה קורה סביבי,Fear
אני מרגיש פחד ממה שאולי יקרה בעתיד כשאני חושב על כל האפשרויות הרעות,Fear
אני מרגיש פחד כאשר אני שומע רעשים בלתי מוסברים באמצע הלילה,Fear
אני מרגיש חרדה כשאני נדרש להופיע בפני קהל גדול ולדבר על נושא שאני לא בטוח בו,Fear
אני מרגיש פחד מהתמודדות עם שינויים דרמטיים בחיי שבאים בלי שום התראה מוקדמת,Fear
אני מרגיש חוסר נוחות כשהמצב מסביבי מתהפך ואני מרגיש שאני לא מצליח לעקוב אחרי מה שקורה,Fear
אני מרגיש פחד מהמחשבה על תרחישים של כישלון גדול שמגיע בלי שאני יכול למנוע אותו,Fear
אני מרגיש פחד מהתגובות השליליות של אנשים שאני לא מכיר וממה שיכולים לחשוב עלי,Fear
אני מרגיש חרדה מהרעיון של לעבור למקום חדש ולחיות בסביבה שאני לא מכיר,Fear
אני מרגיש פחד מהתמודדות עם בעיות בריאותיות שאינן ידועות לי או לא צפויות,Fear
אני מרגיש פחד מהתחייבויות חדשות שאני לא בטוח אם אני יכול לעמוד בהן,Fear
אני מרגיש חרדה מהעבודה על פרויקטים חשובים שאני לא מרגיש בטוח בהם,Fear
אני מרגיש פחד כשאני נתקל במצבים שאינם בשליטתי ואין לי דרך להימנע מהם,Fear
אני מרגיש פחד מהשפעות רעות של החלטות שגויות שאני עשוי לקבל,Fear
אני מרגיש חוסר ביטחון כאשר אני מבצע פעולות שאני לא רגיל לעשות,Fear
אני מרגיש פחד מהשלכות של טעויות שאני עשוי לעשות בעתיד,Fear
אני מרגיש פחד מהתמודדות עם אנשים שאני לא מכיר ושהם עשויים להיות מסוכנים,Fear
אני מרגיש חרדה מהרעיון של לבצע דברים חדשים ולצאת מאזור הנוחות שלי,Fear
אני מרגיש פחד מהתמודדות עם אתגרים גדולים שאין לי מספיק ניסיון להתמודד איתם,Fear
אני מרגיש פחד מהמחשבה על כישלון באירועים חשובים שמצפים ממני להצליח בהם,Fear
אני מרגיש חרדה מהרעיון של לעבור שינויים גדולים ומפתיעים בחיי,Fear
אני מרגיש פחד מהתחייבויות שאני לא בטוח שאני יכול לעמוד בהן,Fear
אני מרגיש פחד מהשפעות של החלטות שלי על אנשים אחרים,Fear
אני מרגיש חוסר נוחות מהמחשבה על תרחישים רעים שלא ניתן לחזותם מראש,Fear
אני מרגיש פחד מהתחייבויות שאני לא בטוח אם אני יכול לעמוד בהן,Fear
אני מרגיש פחד מהתמודדות עם אנשים שאני לא מכיר וממה שהם עלולים לעשות,Fear
אני מרגיש פחד מהרעיון של להיות לבד במצבים קשים ומאתגרים,Fear
אני מרגיש פחד מהשפעות רעות של החלטות שהתקבלו במהירות וללא מחשבה מעמיקה,Fear
אני מרגיש פחד מהמציאות המשתנה שאני לא מצליח להתכונן אליה,Fear
אני מרגיש פחד מהתמודדות עם בעיות שאני לא מצליח למצוא להן פתרון,Fear
אני מרגיש פחד מהתמודדות עם שינוי פתאומי במצב הכלכלי שלי,Fear
אני מרגיש פחד מהמחשבה על שינויים קשים שיכולים להתרחש בחיי,Fear
אני מרגיש פחד מההתמודדות עם דברים שאני לא בטוח איך להתמודד איתם,Fear
אני מרגיש פחד מהמחשבה על התמודדות עם אתגרים חדשים שאני לא מכיר,Fear
אני מרגיש פחד מהשפעות של החלטות עתידיות על חיי האישיים והמקצועיים,Fear
אני מרגיש פחד מהיכולת שלי להתמודד עם מצבים לא צפויים,Fear
אני מרגיש פחד מהשפעות של טעויות חמורות שאני עשוי לבצע,Fear
אני מרגיש שמחה כשאני מקבל מחמאה.,Joy
אתה מרגיש שמחה כשאתה שומע מוזיקה שמחה.,Joy
היא מרגישה שהלב שלה מתמלא באושר כשהיא רואה את החבר הכי טוב שלה.,Joy
אנחנו מרגישים אושר כשאנחנו מטיילים בטבע.,Joy
